sentence	sentence_id	locale	reason
Kinder haben Menschenrechtegibt grundlegende Vereinbarungen.	0a612ef5c4979ce844eb0ef2a2e1c47446adf535ec8fefd943fa45ae9883682b	de	grammar-or-spelling
Wir haben ferner "Menschenrechts"konsultationen mit Russland begonnen.	0b3c515ff49db3773a241250014b7cf63278f16bb8d5ed94f6382b586a64b5f4	de	grammar-or-spelling
Baronin Ashton, Sie sprachen über die iranische Delegation.	0b4d5c2092c28d0de99e06f61b30b4c66193c5f101dc330a49bdf86baef8c55f	de	difficult-pronounce
Es ist eine gute Sachemacht unsere Debatten, die manchmal etwas träge sind, lebendiger.	0a1bdde653a9b0019d1cc10f28c79731b69c9dd905a528da23ab44c55488191c	de	grammar-or-spelling
Ich möchte, dass er auf dem Europäischen Rat und danach drei Dinge prüft.	0c0c0f9f79d600ce17aa33abe25ec63e6b4fc46a31daf0e09eedc22e49aebdad	de	grammar-or-spelling
Die Kommission erklärt mit Recht, dass diese Runde eine development ro- und werden muss.	0be402815904c24a82ef5e2c46c90a4e829bca11d20da67ea7480e2b1283dd4b	de	grammar-or-spelling
Die Kommission erklärt mit Recht, dass diese Runde eine development ro- und werden muss.	0be402815904c24a82ef5e2c46c90a4e829bca11d20da67ea7480e2b1283dd4b	de	difficult-pronounce
Die Kommission erklärt mit Recht, dass diese Runde eine development ro- und werden muss.	0be402815904c24a82ef5e2c46c90a4e829bca11d20da67ea7480e2b1283dd4b	de	grammar-or-spelling
Die Kommission erklärt mit Recht, dass diese Runde eine development ro- und werden muss.	0be402815904c24a82ef5e2c46c90a4e829bca11d20da67ea7480e2b1283dd4b	de	grammar-or-spelling
Die Folgen davon tragen ältere und junge Familien.	0c859644a571400f69489ec97c7550750d9098500e3f538cc575e88a6a56edb5	de	grammar-or-spelling
Die Kommission erklärt mit Recht, dass diese Runde eine development ro- und werden muss.	0be402815904c24a82ef5e2c46c90a4e829bca11d20da67ea7480e2b1283dd4b	de	Satz ergibt keinen Sinn, ist defekt. Was soll ro- sein?
Die Kommission erklärt mit Recht, dass diese Runde eine development ro- und werden muss.	0be402815904c24a82ef5e2c46c90a4e829bca11d20da67ea7480e2b1283dd4b	de	Defekter Satz, enthält keinen Sinn ergebendes "ro-"
Die Kommission erklärt mit Recht, dass diese Runde eine development ro- und werden muss.	0be402815904c24a82ef5e2c46c90a4e829bca11d20da67ea7480e2b1283dd4b	de	grammar-or-spelling
Die Kommission erklärt mit Recht, dass diese Runde eine development ro- und werden muss.	0be402815904c24a82ef5e2c46c90a4e829bca11d20da67ea7480e2b1283dd4b	de	grammar-or-spelling
Die Kommission erklärt mit Recht, dass diese Runde eine development ro- und werden muss.	0be402815904c24a82ef5e2c46c90a4e829bca11d20da67ea7480e2b1283dd4b	de	grammar-or-spelling
Monsieur Bolkestein, je veux vous dire quelque chose!	0d24c1a24d4e01aa960910efe05577760b9f55af57f9c1cb7eb0e31f4895a4ec	de	different-language
Für mich ist das allerdings keineswegs die erste Abstimmungserkärung!	0d3ee91081e2d3db2af38f91fa9755133fdb1aa3aed190ef5668d532cd7c21a9	de	grammar-or-spelling
Der nationale Wasserbewirtschaftungsplan für den Ebhat zu einer großen Kontroverse geführt.	0d6970a9a8cae7913ae54c5a20ffe15ef2cbfb935ff187e634ce71b1d6ff70f2	de	grammar-or-spelling
Monsieur Bolkestein, je veux vous dire quelque chose!	0d24c1a24d4e01aa960910efe05577760b9f55af57f9c1cb7eb0e31f4895a4ec	de	different-language
Die Kommission erklärt mit Recht, dass diese Runde eine development ro- und werden muss.	0be402815904c24a82ef5e2c46c90a4e829bca11d20da67ea7480e2b1283dd4b	de	grammar-or-spelling
Monsieur Bolkestein, je veux vous dire quelque chose!	0d24c1a24d4e01aa960910efe05577760b9f55af57f9c1cb7eb0e31f4895a4ec	de	different-language
Der nationale Wasserbewirtschaftungsplan für den Ebhat zu einer großen Kontroverse geführt.	0d6970a9a8cae7913ae54c5a20ffe15ef2cbfb935ff187e634ce71b1d6ff70f2	de	grammar-or-spelling
Der nationale Wasserbewirtschaftungsplan für den Ebhat zu einer großen Kontroverse geführt.	0d6970a9a8cae7913ae54c5a20ffe15ef2cbfb935ff187e634ce71b1d6ff70f2	de	grammar-or-spelling
Monsieur Bolkestein, je veux vous dire quelque chose!	0d24c1a24d4e01aa960910efe05577760b9f55af57f9c1cb7eb0e31f4895a4ec	de	different-language
Gestern fand die ersten Runde der Präsidentschaftswahlen in der Ukraine statt.	0dbfefad3e0601c2707db2c9fc4fa5ae1c23755d06224de8c910e72025373a55	de	grammar-or-spelling
Montenegspielt bei der regionalen Zusammenarbeit eine wichtige Rolle.	0dc8f5db4da386d695253142c49c1f943d16bfb80207e72c5bc26c07ac1338df	de	grammar-or-spelling
Die Politik sollte nicht auf Militäroder Polizeioperationen beschränkt werden.	0d6f86cfeb507f0ca72d9999297f32323e4d8807fe6ea7e99a431c3ea2d0ec8f	de	grammar-or-spelling
Die Kommission erklärt mit Recht, dass diese Runde eine development ro- und werden muss.	0be402815904c24a82ef5e2c46c90a4e829bca11d20da67ea7480e2b1283dd4b	de	grammar-or-spelling
Gelobt sei das Nein bei den Referenden in Frankreich und den Niederlanden!	0d603eae603263470d2ba3bfa1dd1036aaa18a0bd6aea96a0d5cbf2ed3972a0d	de	grammar-or-spelling
Drittens ist die chinesische Währung im Vergleich zum Dollar oder zum Euerheblich überbewertet.	0da1c952b7f851b5569239803bb5397723983965f22bc17bc7ad159c6cf709ed	de	grammar-or-spelling
Dieser Industriezweig wird von der Gemeinsamen Agrarpolitik nicht subventioniert.	0e13719485186af0959a927088569c53092667b34f2c01fccc1ad929336d7b4b	de	grammar-or-spelling
Die Kommission erklärt mit Recht, dass diese Runde eine development ro- und werden muss.	0be402815904c24a82ef5e2c46c90a4e829bca11d20da67ea7480e2b1283dd4b	de	grammar-or-spelling
Hat die Kommission bzgl.	0e10210f294cb1c0e3d4d40de27b1b44544d0e2e695c0bc496f7c6554d67e35e	de	grammar-or-spelling
Hat die Kommission bzgl.	0e10210f294cb1c0e3d4d40de27b1b44544d0e2e695c0bc496f7c6554d67e35e	de	grammar-or-spelling
Drittens ist die chinesische Währung im Vergleich zum Dollar oder zum Euerheblich überbewertet.	0da1c952b7f851b5569239803bb5397723983965f22bc17bc7ad159c6cf709ed	de	grammar-or-spelling
Wir müssen noch sehr viel daran tun, damit dieses Ziel auch tatsächlich verwirklich wird.	0e4be5d6446ce164a9017e275abe887cb96d29363ed50933abea210d80270976	de	grammar-or-spelling
Die Kommission erklärt mit Recht, dass diese Runde eine development ro- und werden muss.	0be402815904c24a82ef5e2c46c90a4e829bca11d20da67ea7480e2b1283dd4b	de	grammar-or-spelling
Chinesische Arbeitnehmer arbeiten sechs lange Tag die Woche.	0e64bf8bd5b2a07ac2c76d92f2c45e86c4b04dbd40acb31049b423981f783c10	de	grammar-or-spelling
Chinesische Arbeitnehmer arbeiten sechs lange Tag die Woche.	0e64bf8bd5b2a07ac2c76d92f2c45e86c4b04dbd40acb31049b423981f783c10	de	Tage
Monsieur Bolkestein, je veux vous dire quelque chose!	0d24c1a24d4e01aa960910efe05577760b9f55af57f9c1cb7eb0e31f4895a4ec	de	different-language
Monsieur Bolkestein, je veux vous dire quelque chose!	0d24c1a24d4e01aa960910efe05577760b9f55af57f9c1cb7eb0e31f4895a4ec	de	different-language
Nun noch einige Wort zu den Zahlen.	0e71da1e888d620e9b979e95a79471d4663df3e72001ee3c75e91b5d2aebb4d2	de	grammar-or-spelling
Montenegspielt bei der regionalen Zusammenarbeit eine wichtige Rolle.	0dc8f5db4da386d695253142c49c1f943d16bfb80207e72c5bc26c07ac1338df	de	grammar-or-spelling
Stattdessen konnte man sich auf die vielleicht sinnvolle Maßnahme des einigen.	0e81898812175c32312b744fc435066928aac40a135a290b0be12ff9677a2fa9	de	grammar-or-spelling
Es wird jedoch Zeit benötigen, all dies zu aufzubauen.	0e7cdf11faa130ba62c08760d27d124458dbb1024db8e40fce0c86238584d8bf	de	grammar-or-spelling
Es wird jedoch Zeit benötigen, all dies zu aufzubauen.	0e7cdf11faa130ba62c08760d27d124458dbb1024db8e40fce0c86238584d8bf	de	grammar-or-spelling
Montenegspielt bei der regionalen Zusammenarbeit eine wichtige Rolle.	0dc8f5db4da386d695253142c49c1f943d16bfb80207e72c5bc26c07ac1338df	de	grammar-or-spelling
Die Überraschung bestand darin, dass der H- und dort war und dass er nicht bellte.	0e831d93e8d61c3dca8e232012c2aa2a26922135c967b6468cf799dc0724c16f	de	difficult-pronounce
Das zeigt auch Herrn Willockxs Bericht ganz klar und deutlich.	0e765a54e5f02089f2f86e5d963d56f34dd736ef4a4caa4ea85fc845b3a2fea7	de	difficult-pronounce
Das Parlament nimmt den Entschließungantrag an.	0d8dec5f60dc24f41a0be0f659f1f93cc815776617ddc3727f7db3f1b11fca7c	de	grammar-or-spelling
Im Prinzip sollten diese Leitlinien für mindestens drei Jahre nicht verändert werden.	0ebdd9abc6c83672a055c609d0f407a8548aae91749cbbc4b4c071e3c95cdec2	de	"Ebhat" sind zwei Wörter? Ist EB eine Abkürzung?
Heute wird ein Vorschlag für eine Richtlinie über Elektro- und Elektronikschrott angekündigt.	0eb28a6a122af9d572a9bbefb30ba94d9cfe7df838a79311c8e117b37d11cd2f	de	"Ebhat" sind zwei Wörter?
Wir sind als Vertreter der Bürger und damit der Verbraucher gewählt.	0ea0b1399b32909c4bdc201a127538a3c877125b591d32006d27fa4c394212c6	de	"Büfür" sind zwei Wörter?
In der Charta der Grundrechte findet man auch die Begriffe Würde und Gerechtigkeit.	0e8af2a87d46b4a4d791d0981c3ad0d79e156cf7ae26a241555ad15c828351c2	de	"Büfür" sind zwei Worte?
Das ist alles, was uns trennt, Herr Sturdy.	0e92c7660bc840792a6de77eca7e234596059e243c157a5f5f33cbcae871aeec	de	difficult-pronounce
Die Kommission erklärt mit Recht, dass diese Runde eine development ro- und werden muss.	0be402815904c24a82ef5e2c46c90a4e829bca11d20da67ea7480e2b1283dd4b	de	grammar-or-spelling
Hat die Kommission bzgl.	0e10210f294cb1c0e3d4d40de27b1b44544d0e2e695c0bc496f7c6554d67e35e	de	grammar-or-spelling
Deshalb brauchen wir sowohl ein Vermarktungsals auch ein Testverbot.	0e98ecf14747814453f25ea5a4257b4dcb443fe99c9f8bd1acd80e69778567f5	de	grammar-or-spelling
Nun noch einige Wort zu den Zahlen.	0e71da1e888d620e9b979e95a79471d4663df3e72001ee3c75e91b5d2aebb4d2	de	grammar-or-spelling
Deshalb brauchen wir sowohl ein Vermarktungsals auch ein Testverbot.	0e98ecf14747814453f25ea5a4257b4dcb443fe99c9f8bd1acd80e69778567f5	de	grammar-or-spelling
Er nahm auf ein laufendes Gerichtsverfahren Bezug, das der Kommission bekann ist.	0f23007952b4a3a52caba3a6485c08e3b7c345339fe36124046b8b495cf37d34	de	grammar-or-spelling
Wir können dann nicht erwarten, dass unsere Bürger und Nuns noch ernst nehmen.	0f47e2e997edad5c3efaa1bf8c93346a2eb707ad77f55346e11204e446219ccd	de	grammar-or-spelling
Deshalb brauchen wir sowohl ein Vermarktungsals auch ein Testverbot.	0e98ecf14747814453f25ea5a4257b4dcb443fe99c9f8bd1acd80e69778567f5	de	grammar-or-spelling
Man sollte daraus, was in diesen Berichten auch geschehen ist.	0f4963aa430320726d3922ad1fcdc922da2111895a6add1c01e39a57989a7a53	de	grammar-or-spelling
Man sollte daraus, was in diesen Berichten auch geschehen ist.	0f4963aa430320726d3922ad1fcdc922da2111895a6add1c01e39a57989a7a53	de	grammar-or-spelling
Wir wissen, dass vielen Mitgliedern dieses Hauses die Schlüsselrolle der Nam Herzen liegt.	0f107526c5a403ad10cab80309a8430bf51b10c277eeec6de2d16c0bfe4924e7	de	grammar-or-spelling
Wir wissen, dass vielen Mitgliedern dieses Hauses die Schlüsselrolle der Nam Herzen liegt.	0f107526c5a403ad10cab80309a8430bf51b10c277eeec6de2d16c0bfe4924e7	de	grammar-or-spelling
Wir wissen, dass vielen Mitgliedern dieses Hauses die Schlüsselrolle der Nam Herzen liegt.	0f107526c5a403ad10cab80309a8430bf51b10c277eeec6de2d16c0bfe4924e7	de	grammar-or-spelling
Hat die Kommission bzgl.	0e10210f294cb1c0e3d4d40de27b1b44544d0e2e695c0bc496f7c6554d67e35e	de	grammar-or-spelling
Ich erkläre die Sitzungsperiode de Europäischen Parlaments für unterbrochen.	0fb36388e526b2433c1d7015c3a8169979a14d7a50f8b88bc1edbc4bd69a22aa	de	grammar-or-spelling
Er nahm auf ein laufendes Gerichtsverfahren Bezug, das der Kommission bekann ist.	0f23007952b4a3a52caba3a6485c08e3b7c345339fe36124046b8b495cf37d34	de	grammar-or-spelling
Laut Averroes ist die Suche nach der Wahrheit für jeden Menschen eine Pflicht.	0fa8dc647479891a3626d3e46f23ae83ab04cf958f9dc48a1cda7f692429bb12	de	difficult-pronounce
Frau Kommissarin de Palacio, ich danke Ihnen zunächst für diese Informationen.	0ef737ff6aed709fe167fda564bb4d27b3440f82adde0743c7f1a0768f2b3757	de	difficult-pronounce
Der Berichterstatter ist Herr Mulder.	0fc0c697bd7a87e9938252b1e157196ce0016f7440481a60c5a7e4a641751dd7	de	difficult-pronounce
Das dritte das halte ich für den wichtigsten Punkt ist die Sicherheit der Züge.	0fd04d87ace5d01530fde4aa2adcd6caf6673faed3a5a4144cfe1aba961985fe	de	grammar-or-spelling
Ich erkläre die Sitzungsperiode de Europäischen Parlaments für unterbrochen.	0fb36388e526b2433c1d7015c3a8169979a14d7a50f8b88bc1edbc4bd69a22aa	de	grammar-or-spelling
Wir wissen, dass vielen Mitgliedern dieses Hauses die Schlüsselrolle der Nam Herzen liegt.	0f107526c5a403ad10cab80309a8430bf51b10c277eeec6de2d16c0bfe4924e7	de	grammar-or-spelling
Deshalb brauchen wir sowohl ein Vermarktungsals auch ein Testverbot.	0e98ecf14747814453f25ea5a4257b4dcb443fe99c9f8bd1acd80e69778567f5	de	grammar-or-spelling
Deshalb brauchen wir sowohl ein Vermarktungsals auch ein Testverbot.	0e98ecf14747814453f25ea5a4257b4dcb443fe99c9f8bd1acd80e69778567f5	de	grammar-or-spelling
Abschließend möchte ich gerne Herrn Tabajdi für seine ausgezeichnete Arbeit auf diesem Gebiet danken.	100ba44dffab236c58d04a08f7f5d3e7b8efb8c5742eab3041542888ee73cf71	de	difficult-pronounce
Herr Paasilinna fragte, ob wir den Rückwärtsoder den Vorwärtsgang eingelegt haben.	0ff1103c364291e483af253263c163a2ce5521185b8914d65753146ab6d9d8bc	de	grammar-or-spelling
Deshalb brauchen wir sowohl ein Vermarktungsals auch ein Testverbot.	0e98ecf14747814453f25ea5a4257b4dcb443fe99c9f8bd1acd80e69778567f5	de	grammar-or-spelling
Ich erkläre die Sitzungsperiode de Europäischen Parlaments für unterbrochen.	0fb36388e526b2433c1d7015c3a8169979a14d7a50f8b88bc1edbc4bd69a22aa	de	grammar-or-spelling
Wir stehen und der Sektor weiß das vor der Notwendigkeit der Umstrukturierung des Sektors.	0f921f403253f6fd8c3d45d794b4eb86df4660e8970c3c99b9d24bfbf77a2620	de	grammar-or-spelling
Er nahm auf ein laufendes Gerichtsverfahren Bezug, das der Kommission bekann ist.	0f23007952b4a3a52caba3a6485c08e3b7c345339fe36124046b8b495cf37d34	de	grammar-or-spelling
Es ist die Sicherheit der Zivilluftfahrt, die auf dem Spielt steht.	1069cca61cfa1099627dbd9b1ee2eda406d71d33119b17b493b79cbe92c56e99	de	grammar-or-spelling
Und es gibt eine Reihe von Gründen, das jetzt nicht tun.	109649187b4f7ea4f45c1ed3d325d1caf19bc53753d7f704560599a7965fb4d7	de	grammar-or-spelling
Und es gibt eine Reihe von Gründen, das jetzt nicht tun.	109649187b4f7ea4f45c1ed3d325d1caf19bc53753d7f704560599a7965fb4d7	de	zu tun
Das ist nicht mehr der dritte Weg, sondern geradenwegs die Überschreitung der gelben Linie.	107c0ae16ff09bcfbaa7a88095e44228ae6aacd52e0f689ba60fa731a5f14bc5	de	grammar-or-spelling
Das ist nicht mehr der dritte Weg, sondern geradenwegs die Überschreitung der gelben Linie.	107c0ae16ff09bcfbaa7a88095e44228ae6aacd52e0f689ba60fa731a5f14bc5	de	grammar-or-spelling
Ich möchte Herrn Byrne für seine sehr umfassende und wohl überlegte Antwort danken.	1126368ef953b3fdddd11e625d10d696cdd4ab5339572c4297b89ab85e067ff1	de	difficult-pronounce
Insofern sind Fragen der justitiellen Zusammenarbeit in Strafsachen durchaus von Bedeutung.	114b21ace4ee9f841a9e4e27d94648686f0bf87dac2392c1f9440595ff578cbd	de	grammar-or-spelling
Insofern sind Fragen der justitiellen Zusammenarbeit in Strafsachen durchaus von Bedeutung.	114b21ace4ee9f841a9e4e27d94648686f0bf87dac2392c1f9440595ff578cbd	de	justiziellen
Mit Freude unterstützt ich den heutigen Bericht.	115baa40db764673f8506c154a32b2be4542b9e082a072f0e9f50d166de795a2	de	grammar-or-spelling
Er nahm auf ein laufendes Gerichtsverfahren Bezug, das der Kommission bekann ist.	0f23007952b4a3a52caba3a6485c08e3b7c345339fe36124046b8b495cf37d34	de	grammar-or-spelling
Er hat zur Folgen, dass wir nichts über die Auswirkungen der Chemikalien erfahren werden.	11b03f2925d1d80faa2ec4740e10e14038cd201d119f2b25b6243c88ccf159ad	de	grammar-or-spelling
Heute nun haben wird die ideale Gelegenheit, unseren Worten Taten folgen zu lassen.	11c830a12bd1e0dc10183180f3dad43d11677a96a690bac3047acc4afc6a1695	de	grammar-or-spelling
Auf jeden Fall werde ich dem Präsidium die Bemerkung von Herrn Fabre-Aubrespy übermitteln.	119155ddfc2df932a1c9f5ff36803e2e512c67cf1ab0d47da9cdd502e66e5cd8	de	difficult-pronounce
Auch in diesen Bereichen müssen dies wurde zum Ausdruck gebracht Vereinbarungen getroffen werden.	12e888f3fbfd0b16a9e8a255324785ee02f3947104624f314fc87f4e4f98d526	de	grammar-or-spelling
Ich schlage vor, dem Wort "Israel die Wörter "Pakistan und Russland" hinzuzufügen.	12d2a833055dfc435069ce57b31f0095edffd7504455459b70a70898981d22cd	de	grammar-or-spelling
Auch in diesen Bereichen müssen dies wurde zum Ausdruck gebracht Vereinbarungen getroffen werden.	12e888f3fbfd0b16a9e8a255324785ee02f3947104624f314fc87f4e4f98d526	de	grammar-or-spelling
Die Anhörung hat einen zwiespältigen Bef- und erbracht.	13320d053b0863c3d9b16df41f1d1ef4401fa44ea5e36c317c81363e358246ba	de	grammar-or-spelling
Die Anhörung hat einen zwiespältigen Bef- und erbracht.	13320d053b0863c3d9b16df41f1d1ef4401fa44ea5e36c317c81363e358246ba	de	grammar-or-spelling
Auf jeden Fall werde ich dem Präsidium die Bemerkung von Herrn Fabre-Aubrespy übermitteln.	119155ddfc2df932a1c9f5ff36803e2e512c67cf1ab0d47da9cdd502e66e5cd8	de	difficult-pronounce
Claude Turmes sprach am Anfang seiner Rede von Martin Luther Kings Traum.	1385c17a378194292cb40f6a39aec8e9c904c04672fd4ba8ea3138853bfda755	de	difficult-pronounce
Es wurden keine Lehren gezogen, und es werden wieder dieselben Fahler gemacht.	13efefb3ea8e95f9a29bc8c7b0cc5a1ae7128bded0aea719ac243e0374b1b757	de	grammar-or-spelling
Derartige Maßnahem sind also ohne Wirkung, nutzlos.	1451473f05b78454176c6a8edbc74ae3d3a1924d5f5b7134618a2cacf338f005	de	grammar-or-spelling
Juristisch gesehen gibt es zwei Problemeist zunächst die Hierarchie der Normen.	14a3a1c498bc6427f42bbd5ec22768045ac5772dc3f694af5683b3ffe5975d57	de	grammar-or-spelling
Bei einigen Aspekte des Berichts haben wir allerdings größere Vorbehalte.	14923f1e7bc62d581f28e50ea34d04ef0cd0f377df7ee76300dc7a1ba748af01	de	grammar-or-spelling
Juristisch gesehen gibt es zwei Problemeist zunächst die Hierarchie der Normen.	14a3a1c498bc6427f42bbd5ec22768045ac5772dc3f694af5683b3ffe5975d57	de	grammar-or-spelling
Juristisch gesehen gibt es zwei Problemeist zunächst die Hierarchie der Normen.	14a3a1c498bc6427f42bbd5ec22768045ac5772dc3f694af5683b3ffe5975d57	de	grammar-or-spelling
Juristisch gesehen gibt es zwei Problemeist zunächst die Hierarchie der Normen.	14a3a1c498bc6427f42bbd5ec22768045ac5772dc3f694af5683b3ffe5975d57	de	grammar-or-spelling
Die politische Elite Europas entfernt sich immer mehr von ihrer Wählern.	14f894b35c0ee8655aa03cffda5e99fdcf6df1af5ce20ecec4dd65bf91b89333	de	grammar-or-spelling
Die neue Steuer ist per definitionem ungerecht.	15306e3f5a028797fca8f985efc654cf9255722d650fbeae6512fd6f4bdc404f	de	grammar-or-spelling
Was den Weinhandel angeht, würde man mich eher als bezeichnen.	155589b291ae2b7c05c52b46d88dee08464b70bfe8f51dd17111ebdd998802e0	de	grammar-or-spelling
Was den Weinhandel angeht, würde man mich eher als bezeichnen.	155589b291ae2b7c05c52b46d88dee08464b70bfe8f51dd17111ebdd998802e0	de	Es fehlt mindestens ein Wort.
Ich erteile das Wort sogleich Herrn Kommissar Michel Barnier.	156a2dee67cf69641b8e50153355e2cee48bf6db5e97dd4b55ee3ef1cdaf1d7c	de	difficult-pronounce
Trotz Vision Zewird es auch in Zukunft Verkehrsunfälle geben.	14d2ed91ba9729b0f3e2e37cb3947389ded68eb799ca8c23b29785ce210b26e5	de	grammar-or-spelling
Viele Nachbarn der Union sind Erzeugeroder Durchleitungsländer.	15e282845c812677e8eae0efac3f16f2febb9f2ffff254cc23b0ebd0daff7952	de	grammar-or-spelling
Dies ein Kompromiss und muss auch ein Kompromiss sein.	15b65024ba4c49fbbdcd643d8f7ecba6b16446a3841b3606c7df751476dc445e	de	grammar-or-spelling
Was den Weinhandel angeht, würde man mich eher als bezeichnen.	155589b291ae2b7c05c52b46d88dee08464b70bfe8f51dd17111ebdd998802e0	de	grammar-or-spelling
Die zahlenden Ländern waren somit letztlich auch die Nutznießer der Subventionen.	15cb0714b9df151720365e0d8e64a60e5c9ac64ea62bb1bea7bafc6e1374a611	de	grammar-or-spelling
Viele Nachbarn der Union sind Erzeugeroder Durchleitungsländer.	15e282845c812677e8eae0efac3f16f2febb9f2ffff254cc23b0ebd0daff7952	de	grammar-or-spelling
Die politische Elite Europas entfernt sich immer mehr von ihrer Wählern.	14f894b35c0ee8655aa03cffda5e99fdcf6df1af5ce20ecec4dd65bf91b89333	de	grammar-or-spelling
Es ist gut, dass das Europäischen Parlament in punkto Naturkatastrophen endlich Handlungsbedarf sieht.	165c38fb9bbcc9bea41abf5105ddf885370f54ba4e508779413d5ccca8fffb6a	de	grammar-or-spelling
Die zahlenden Ländern waren somit letztlich auch die Nutznießer der Subventionen.	15cb0714b9df151720365e0d8e64a60e5c9ac64ea62bb1bea7bafc6e1374a611	de	grammar-or-spelling
Welche europäischen Politik gibt es gegen die Wüstenbildung?	17b711c51af989ec6b9f3695fb4750c740baa278faa77370814cacec7ecf5306	de	grammar-or-spelling
Jetzt im Kontext der Klimaschutzdebatte hat diese Diskussion natürlich neues Gewicht erhalten.	17c8aea176b36050b8a6910f03229d99e3b3d71aa06fd1a6fd3bab80cfe148ce	de	grammar-or-spelling
Welche europäischen Politik gibt es gegen die Wüstenbildung?	17b711c51af989ec6b9f3695fb4750c740baa278faa77370814cacec7ecf5306	de	grammar-or-spelling
Eskerrik asko jaun-andreok zuen laguntzagatik Europako hizkuntza guztien alde.	1747b238b497574a6a334225bb7193f81b943ec5c563da475b26afa4a7c51793	de	different-language
Hei	015cf65f79d71484f4c389b0427b100142886741454fdd818f7ae794549c6819	de	grammar-or-spelling
Ich glaube, es war wichtig, dass dies Parlament als Volksvertretung darum ersucht hat.	188e476e220b530be198bcdcf98b8943d1bbba4aca8f15bcd8b8317d7f706944	de	grammar-or-spelling
Ich glaube, es war wichtig, dass dies Parlament als Volksvertretung darum ersucht hat.	188e476e220b530be198bcdcf98b8943d1bbba4aca8f15bcd8b8317d7f706944	de	dieses
Eskerrik asko jaun-andreok zuen laguntzagatik Europako hizkuntza guztien alde.	1747b238b497574a6a334225bb7193f81b943ec5c563da475b26afa4a7c51793	de	different-language
Dieses Konzept wurde vor kurzem von der lettischen Fluglinie airBaltic erfunden.	1827a32629dfb950a6fdcd92e75113cb2790147008e472ef013efd5e1ccbb07f	de	difficult-pronounce
Es ist auch leicht gesagt, dass Aserbaidschan die besetzten Gebiete zurückgegeben werden müssen.	18635e577ae250d1e19027e8f741ccc3b54a4de8fbe88d3c583de450135c8424	de	grammar-or-spelling
Ich glaube, es war wichtig, dass dies Parlament als Volksvertretung darum ersucht hat.	188e476e220b530be198bcdcf98b8943d1bbba4aca8f15bcd8b8317d7f706944	de	grammar-or-spelling
Ich hoffe, dass wir morgen eine Entschließung annehmen können, in der das nicht drinsteht.	187268c739ed80b4084b297dc0925848d5f2f401746ef5c504f000b34a30413b	de	grammar-or-spelling
Dritter Punkt, die Sitztheoriegibt nur noch sieben Mitgliedstaaten, die der Sitztheorie anhängen.	18c58c3b97c16dc6bcffe63359e297eca76a68b32ed0d22230d5c73ca62746cc	de	grammar-or-spelling
Dennoch war in vielen Mitgliedstaaten ein wachsendes Interesses am System zu beobachten.	188abf0b47ff6c778e0db726fe087555018cdd087c8a8f894f8c29a1ef8c8bf9	de	grammar-or-spelling
Dessen gute Gesundheit trotz der jüngsten Anschläge scheint eine weiterer Beleg dafür zu sein.	18d84f739a112d1dbb16b270ae062425148766007617be3f76f7236190ed1866	de	grammar-or-spelling
Dennoch war in vielen Mitgliedstaaten ein wachsendes Interesses am System zu beobachten.	188abf0b47ff6c778e0db726fe087555018cdd087c8a8f894f8c29a1ef8c8bf9	de	grammar-or-spelling
Da appelliere einen bisschen mehr an den Realitätssinn.	173ea1e9484e0ac136b2f71d39d61c9bfd463c1c433f2d944bb79fc12877c42a	de	grammar-or-spelling
Dessen gute Gesundheit trotz der jüngsten Anschläge scheint eine weiterer Beleg dafür zu sein.	18d84f739a112d1dbb16b270ae062425148766007617be3f76f7236190ed1866	de	grammar-or-spelling
Dessen gute Gesundheit trotz der jüngsten Anschläge scheint eine weiterer Beleg dafür zu sein.	18d84f739a112d1dbb16b270ae062425148766007617be3f76f7236190ed1866	de	ein
Sie bereiten jedoch einen völlig banalen Gipfel vorist aber Dringlichkeit geboten.	18c79e3aa60bff3b211231024da0bc908db15c285f52a5738e7d7f01f994c8f2	de	grammar-or-spelling
Wenn überhaupt, sind einige meiner Vorbehalte zu denen von Herrn Mauentgegengesetzt.	18f74b025523c737b403a2f031b6b3e0510eeadc9a4e200f844b5d0242f8eb3a	de	grammar-or-spelling
Da appelliere einen bisschen mehr an den Realitätssinn.	173ea1e9484e0ac136b2f71d39d61c9bfd463c1c433f2d944bb79fc12877c42a	de	grammar-or-spelling
Ich nehme Ihre Bemerkung zur Kenntnis, Frau Oomen-Ruijten.	199e819ea9c9966b0eecd4640a5192cc506110b29f25434956e5ed74b41d1ba2	de	difficult-pronounce
Sie wollen wissen, was möglich ist und was nichtherrscht große Konfusion.	19a14089d7004185b6fcd9e68ad6cf5b1152489816aea84ca70d7dc4d4dadb76	de	grammar-or-spelling
Ich habe manchmal den Eindruck, man muss sie wie den H- und zum Jagen tragen.	19b4a386da2fc4004f0ddd386ee17feb42f034353e3f2fb7c833e826debb81c7	de	grammar-or-spelling
Ich habe manchmal den Eindruck, man muss sie wie den H- und zum Jagen tragen.	19b4a386da2fc4004f0ddd386ee17feb42f034353e3f2fb7c833e826debb81c7	de	??? H- ???
Die Geschäftsordnung sieht ein P- und ein Kontra vor.	18ae36443484559d09aee25eca52b5cb9e2ebdbfd687689e77ca3e3112d45dc1	de	grammar-or-spelling
